generation,individual_id,LOGLB,NUMG,LOGG,LOGB,TAGW,GHIST,LOGP1,GHIST1,mispredictions,p2 latency,energy per instruction
18,1286,4,6,8,14,12,145,10,10,12971,1.38,818.0
18,1287,5,6,11,10,14,112,10,11,14566,1.8,1016.0
18,1288,5,4,9,10,11,112,10,11,14046,1.41,463.0
18,1289,5,6,8,11,12,145,16,8,13222,1.47,969.0
18,1290,5,4,10,10,14,112,11,5,13677,1.5,598.0
18,1291,5,6,9,9,11,187,10,5,13376,1.5,605.0
18,1292,4,6,10,12,11,138,10,8,12143,1.59,1140.0
18,1293,4,6,8,13,12,145,11,6,12825,1.39,748.0
18,1294,4,6,10,10,10,145,19,6,12146,1.55,1586.0
18,1295,4,5,10,10,14,150,14,11,12217,1.56,1075.0
18,1296,4,4,8,14,8,66,10,9,15546,1.24,515.0
18,1297,5,5,8,10,8,125,10,5,27907,1.34,401.0
18,1298,4,4,8,14,8,187,11,4,16051,1.26,547.0
18,1299,4,4,8,10,14,187,10,5,15154,1.34,515.0
18,1300,4,6,11,14,8,145,10,8,12215,1.75,1431.0
18,1301,4,6,12,11,13,145,11,5,11892,1.94,1795.0
18,1302,5,5,8,12,14,187,11,4,13404,1.42,542.0
18,1303,5,5,10,10,14,145,11,5,12388,1.57,727.0
18,1304,4,5,8,12,13,63,16,12,14108,1.38,867.0
18,1305,4,6,10,14,14,145,10,7,12010,1.63,1397.0
18,1306,5,4,8,10,10,112,13,11,15505,1.29,435.0
18,1307,4,4,8,9,8,187,10,9,15974,1.31,399.0
18,1308,5,8,10,10,10,145,10,11,12611,1.6,988.0
18,1309,4,4,10,10,10,145,15,4,14477,1.44,1051.0
18,1310,4,6,11,10,14,145,11,8,11858,1.77,1365.0
18,1311,4,8,11,10,14,179,10,7,11796,1.85,1863.0
18,1312,4,8,11,10,14,179,11,4,11687,1.86,1890.0
18,1313,4,6,10,9,11,155,19,11,12169,1.57,1601.0
18,1314,4,5,8,10,14,145,10,5,13730,1.39,632.0
18,1315,4,5,10,10,14,179,11,7,12210,1.53,932.0
18,1316,4,8,11,14,10,145,11,5,11864,1.73,1825.0
18,1317,4,6,9,10,11,134,11,4,18703,1.48,774.0
18,1318,5,6,10,10,10,145,11,4,12605,1.57,770.0
19,1319,4,7,10,12,12,187,10,4,16921,1.59,1282.0
19,1320,5,4,8,14,12,112,10,9,15141,1.33,501.0
19,1321,4,4,8,10,8,66,10,11,15650,1.26,403.0
19,1322,5,4,8,9,13,63,13,9,14775,1.31,440.0
19,1323,4,4,8,14,8,66,10,10,15648,1.24,516.0
19,1324,4,6,9,10,10,134,11,10,12870,1.46,753.0
19,1325,4,6,10,8,12,145,11,9,16782,1.53,1022.0
19,1326,7,4,12,10,13,112,10,4,14654,1.92,969.0
19,1327,7,5,8,12,14,145,13,11,14550,1.5,860.0
19,1328,4,7,9,12,11,150,11,11,19139,1.46,916.0
19,1329,5,7,8,12,13,138,11,4,12973,1.46,694.0
19,1330,5,6,11,14,10,70,10,8,13261,1.71,1073.0
19,1331,4,8,8,10,12,179,11,7,13302,1.42,937.0
19,1332,5,5,8,9,8,112,11,7,28370,1.38,458.0
19,1333,5,4,8,12,10,187,11,11,15112,1.38,477.0
19,1334,4,5,8,12,10,145,11,4,21765,1.38,603.0
19,1335,5,8,8,14,13,187,10,7,13280,1.49,845.0
19,1336,4,7,10,12,11,145,11,7,12402,1.57,1422.0
19,1337,4,6,11,14,10,145,10,4,11773,1.79,1528.0
19,1338,4,6,10,10,14,145,15,10,11979,1.58,1601.0
19,1339,4,6,10,10,10,145,15,10,12253,1.49,1412.0
19,1340,4,6,11,14,14,145,10,4,11849,1.83,1704.0
19,1341,4,6,10,10,14,145,14,11,12050,1.61,1340.0
19,1342,4,8,8,14,13,138,11,4,12580,1.46,1077.0
19,1343,4,5,10,13,12,145,10,8,16625,1.56,1041.0
19,1344,5,6,10,10,10,145,11,5,12659,1.57,771.0
19,1345,4,5,10,8,14,145,11,4,12225,1.52,907.0
19,1346,4,6,10,13,12,145,11,5,16604,1.53,1181.0
19,1347,4,6,8,12,13,145,10,6,12733,1.39,695.0
19,1348,5,8,11,13,13,179,17,4,12171,1.91,2346.0
19,1349,4,5,9,9,14,138,11,4,13013,1.46,684.0
19,1350,5,5,10,14,14,145,10,5,12179,1.66,942.0
19,1351,5,6,10,10,10,145,13,8,12521,1.55,937.0
19,1352,4,6,10,10,10,145,10,7,12115,1.53,963.0
19,1353,4,4,8,12,13,187,10,11,14244,1.28,499.0
19,1354,4,6,8,9,13,154,13,4,13419,1.38,821.0
19,1355,5,6,11,14,14,145,10,9,14850,1.86,1296.0
19,1356,4,6,11,10,10,145,10,10,12070,1.69,1147.0
19,1357,5,6,8,10,10,138,10,4,13449,1.36,477.0
19,1358,5,6,9,11,11,145,11,10,12781,1.47,631.0
19,1359,4,4,10,14,10,145,12,10,14449,1.44,884.0
19,1360,4,6,9,10,12,187,13,4,12788,1.46,872.0
19,1361,4,6,10,10,14,112,11,4,12268,1.58,1227.0
19,1362,5,8,11,14,14,179,10,5,14809,1.98,1744.0
19,1363,4,5,8,10,14,150,10,8,13835,1.39,634.0
19,1364,4,6,11,9,11,112,10,11,12177,1.75,1208.0
19,1365,4,5,8,10,11,145,10,8,13455,1.38,560.0
19,1366,4,6,11,9,14,145,10,5,11941,1.77,1333.0
19,1367,5,6,8,10,10,145,10,4,13403,1.36,477.0
19,1368,4,6,11,14,14,138,11,8,11997,1.85,1703.0
19,1369,4,4,8,10,8,121,10,4,16666,1.27,408.0
19,1370,5,4,8,10,14,179,10,9,15274,1.33,406.0
19,1371,4,8,11,14,10,112,10,4,12195,1.83,1823.0
19,1372,4,4,8,10,8,197,10,7,15830,1.27,418.0
19,1373,4,7,8,10,8,125,11,4,14642,1.38,712.0
19,1374,5,4,8,10,8,125,19,4,29696,1.36,955.0
19,1375,4,6,8,14,8,112,10,10,14113,1.32,687.0
19,1376,5,4,11,10,14,145,10,9,16557,1.68,673.0
19,1377,4,5,8,10,14,67,11,11,14305,1.38,656.0
19,1378,4,7,10,14,13,145,11,5,12048,1.61,1576.0
19,1379,4,5,11,9,14,145,11,4,12104,1.73,1107.0
19,1380,5,8,9,10,14,179,11,5,12428,1.56,896.0
19,1381,4,4,10,10,8,150,10,11,15412,1.43,637.0
19,1382,4,6,8,10,14,187,19,8,14114,1.34,1234.0
19,1383,5,6,10,13,11,138,11,5,12594,1.55,901.0
19,1384,4,7,9,12,13,145,11,4,12370,1.53,1104.0
19,1385,4,4,8,14,14,179,10,4,15660,1.34,643.0
19,1386,4,8,11,10,8,187,10,8,12418,1.79,1536.0
19,1387,5,6,9,13,13,145,11,5,12433,1.52,800.0
19,1388,4,6,10,11,11,137,11,10,12327,1.54,1031.0
19,1389,5,6,9,10,11,145,11,4,12820,1.5,625.0
19,1390,4,6,10,10,13,134,13,4,12156,1.59,1293.0
19,1391,4,5,8,10,12,77,11,5,14303,1.37,612.0
19,1392,4,4,8,9,14,145,10,11,16277,1.3,472.0
20,1393,5,6,8,10,12,82,10,11,13786,1.41,536.0
20,1394,5,6,10,10,14,191,12,4,12657,1.63,989.0
20,1395,4,5,8,10,13,145,11,5,13277,1.38,637.0
20,1396,4,8,11,10,13,145,10,8,14878,1.83,1806.0
20,1397,5,6,9,13,14,150,11,5,12357,1.53,818.0
20,1398,4,6,11,14,10,145,10,9,11968,1.79,1528.0
20,1399,4,4,8,14,8,66,10,4,15556,1.24,514.0
20,1400,4,8,9,14,14,138,10,4,12540,1.55,1338.0
20,1401,4,6,11,10,12,179,11,4,12068,1.76,1286.0
20,1402,6,6,10,11,9,145,11,5,28404,1.6,845.0
20,1403,5,6,9,11,13,145,10,10,12325,1.53,717.0
20,1404,7,4,8,12,8,66,19,7,30356,1.36,1921.0
20,1405,4,4,8,11,8,121,10,7,17161,1.3,414.0
20,1406,4,4,8,10,14,145,11,5,16018,1.33,519.0
20,1407,5,5,10,10,10,112,10,5,12797,1.56,748.0
20,1408,4,6,11,10,13,187,10,8,15524,1.77,1317.0
20,1409,4,4,9,12,14,145,10,11,14914,1.44,684.0
20,1410,4,6,8,14,14,63,13,10,13955,1.45,1072.0
20,1411,5,4,11,9,13,145,10,10,13645,1.65,632.0
20,1412,5,6,8,10,13,108,10,9,13310,1.42,552.0
20,1413,4,6,11,13,11,138,10,8,12045,1.82,1511.0
20,1414,4,6,10,10,14,145,11,8,11945,1.59,1232.0
20,1415,4,6,10,10,14,145,11,5,11983,1.59,1231.0
20,1416,5,6,10,10,13,112,12,4,16126,1.6,951.0
20,1417,5,5,8,12,10,145,10,10,13624,1.35,454.0
20,1418,4,6,11,14,14,145,10,7,11754,1.83,1703.0
20,1419,7,6,8,13,10,145,10,4,29274,1.5,924.0
20,1420,4,6,10,8,10,145,12,4,12444,1.54,1009.0
20,1421,4,6,8,10,13,145,11,5,12728,1.41,764.0
20,1422,4,6,10,13,11,112,11,11,12195,1.51,1118.0
20,1423,4,6,10,10,12,138,11,4,16611,1.57,1157.0
20,1424,4,6,9,13,11,181,11,8,19711,1.45,831.0
20,1425,5,4,8,10,8,112,10,11,30330,1.3,344.0
20,1426,5,4,8,10,12,112,10,9,14974,1.32,381.0
20,1427,4,6,8,10,8,112,12,4,14161,1.32,587.0
20,1428,4,6,10,14,13,145,10,10,11969,1.61,1348.0
20,1429,4,6,11,14,11,138,11,10,12075,1.71,1429.0
20,1430,4,6,10,13,14,145,10,8,12087,1.59,1293.0
20,1431,4,6,11,14,10,191,19,7,12131,1.71,2185.0
20,1432,4,8,8,10,8,66,11,11,14229,1.39,796.0
20,1433,4,5,11,14,10,145,12,4,12036,1.69,1259.0
20,1434,4,6,8,10,13,145,10,4,12985,1.41,743.0
20,1435,4,8,8,14,10,179,10,11,22917,1.42,929.0
20,1436,4,8,11,14,13,145,11,7,14806,1.92,2251.0
20,1437,5,5,8,12,14,145,11,5,13384,1.41,537.0
20,1438,5,5,9,9,14,145,10,4,12805,1.53,596.0
20,1439,4,4,8,9,13,67,11,5,14996,1.33,498.0
20,1440,7,6,8,10,13,150,15,11,21610,1.52,1091.0
20,1441,4,6,10,12,14,145,10,6,11978,1.59,1240.0
20,1442,4,6,8,10,10,145,11,4,22071,1.34,630.0
20,1443,4,6,8,14,13,145,10,4,13062,1.38,836.0
20,1444,4,8,8,14,13,154,10,4,12692,1.44,1023.0
20,1445,4,6,8,14,13,67,11,11,13874,1.34,801.0
20,1446,4,4,10,10,14,150,19,11,14399,1.47,1350.0
20,1447,4,4,8,8,8,121,10,9,16988,1.25,394.0
20,1448,4,6,9,10,14,134,10,10,12580,1.47,809.0
20,1449,5,5,8,12,12,145,13,4,13826,1.43,594.0
20,1450,4,6,10,13,13,145,10,11,11969,1.58,1254.0
20,1451,5,6,10,10,10,112,15,9,12512,1.55,1189.0
20,1452,4,4,8,8,8,145,10,4,17275,1.25,394.0
20,1453,5,6,8,10,10,187,10,12,13638,1.36,484.0
20,1454,5,4,10,10,8,145,14,11,30991,1.46,671.0
20,1455,5,6,10,14,14,179,10,10,12383,1.63,1104.0
20,1456,4,8,11,11,11,92,11,4,12557,1.8,1707.0
20,1457,4,4,8,13,13,145,11,5,15620,1.35,601.0
20,1458,5,6,10,10,8,125,11,4,29333,1.54,729.0
20,1459,4,6,8,14,13,145,10,10,13149,1.38,838.0
20,1460,4,8,11,14,14,145,10,4,11779,1.87,2050.0
20,1461,4,8,8,14,13,177,11,4,12681,1.47,1082.0
20,1462,5,4,8,9,8,187,11,11,30630,1.29,384.0
20,1463,4,4,8,10,14,112,10,5,15939,1.33,506.0
21,1464,4,4,8,8,10,145,11,4,22413,1.31,455.0
21,1465,4,4,8,14,8,125,10,4,16801,1.25,522.0
21,1466,5,4,8,10,13,66,11,4,14800,1.35,433.0
21,1467,4,6,10,10,13,80,15,5,13054,1.55,1557.0
21,1468,4,5,8,9,11,179,11,12,13923,1.34,549.0
21,1469,6,8,10,11,10,145,13,11,13034,1.64,1185.0
21,1470,4,6,11,13,11,112,10,9,12076,1.81,1508.0
21,1471,4,6,11,10,14,145,11,5,11959,1.77,1365.0
21,1472,5,5,8,12,14,145,10,8,13367,1.42,522.0
21,1473,4,4,8,14,12,179,10,7,15371,1.33,617.0
21,1474,4,8,11,9,10,77,11,11,12720,1.79,1610.0
21,1475,4,6,10,10,14,112,12,4,12335,1.54,1126.0
21,1476,4,6,8,10,8,145,10,11,14661,1.36,603.0
21,1477,4,6,11,10,10,145,10,4,11969,1.69,1144.0
21,1478,4,6,10,10,14,145,15,8,12066,1.58,1601.0
21,1479,4,6,10,10,14,194,19,11,12428,1.57,1714.0
21,1480,4,8,10,10,14,112,11,5,12333,1.68,1683.0
21,1481,5,6,11,10,14,179,11,4,15106,1.81,1029.0
21,1482,4,6,9,8,10,112,15,4,12634,1.53,1230.0
21,1483,4,5,8,10,14,145,11,5,13832,1.39,664.0
21,1484,4,8,10,14,13,145,10,4,12178,1.66,1770.0
21,1485,4,8,11,10,8,112,11,4,12599,1.74,1471.0
21,1486,4,6,8,10,14,179,12,4,13967,1.4,770.0
21,1487,5,6,11,14,10,179,10,7,12610,1.72,1086.0
21,1488,4,8,8,10,10,145,11,4,22398,1.38,838.0
21,1489,5,4,8,11,10,135,10,5,15783,1.32,373.0
21,1490,4,4,8,8,11,112,10,9,15691,1.29,437.0
21,1491,4,5,8,9,8,121,10,11,15148,1.31,456.0
21,1492,4,8,8,14,13,145,16,4,12832,1.46,1805.0
21,1493,5,5,11,12,14,145,10,4,15018,1.84,1036.0
21,1494,4,8,8,14,14,179,10,4,12997,1.45,1059.0
21,1495,4,4,8,9,12,112,11,9,15721,1.33,492.0
21,1496,5,5,8,10,11,179,10,5,20925,1.36,439.0
21,1497,5,5,8,12,10,145,12,10,13850,1.37,508.0
21,1498,4,6,9,10,14,145,10,10,12537,1.47,809.0
21,1499,4,6,8,10,13,134,11,5,13184,1.41,763.0
21,1500,4,5,12,8,12,145,17,4,11914,1.94,2263.0
21,1501,5,4,9,11,11,63,10,5,13997,1.37,428.0
21,1502,5,4,9,9,11,187,10,10,13941,1.38,406.0
21,1503,4,6,11,10,14,145,10,5,11737,1.77,1348.0
21,1504,8,7,11,9,8,145,11,10,24715,1.9,1709.0
21,1505,5,6,8,14,14,112,10,11,13099,1.42,653.0
21,1506,4,6,8,11,13,145,20,5,12915,1.41,1642.0
21,1507,5,8,11,14,10,179,11,4,12289,1.86,1441.0
21,1508,4,4,8,10,8,125,11,7,17111,1.26,424.0
21,1509,4,6,11,14,14,154,10,4,11910,1.83,1704.0
21,1510,4,8,8,14,13,179,10,4,12716,1.44,1027.0
21,1511,4,6,11,10,14,145,12,8,11819,1.78,1388.0
21,1512,4,6,10,10,13,145,10,4,11961,1.54,1062.0
21,1513,4,6,8,10,14,150,10,8,13410,1.41,775.0
21,1514,4,6,11,10,11,112,11,11,12182,1.75,1240.0
21,1515,4,6,9,10,12,134,16,11,12382,1.54,1351.0
21,1516,4,4,11,10,9,112,11,8,14038,1.59,743.0
21,1517,5,6,8,9,14,150,10,11,13157,1.43,572.0
21,1518,4,6,8,14,14,145,10,9,13409,1.39,857.0
21,1519,4,4,11,14,8,66,10,7,13199,1.62,978.0
21,1520,5,6,9,12,8,138,20,4,29242,1.49,1791.0
21,1521,5,7,9,13,13,145,11,5,12449,1.53,846.0
21,1522,4,4,10,12,13,150,11,5,14442,1.5,917.0
21,1523,4,6,8,13,13,145,11,11,13074,1.39,766.0
21,1524,4,4,9,12,13,187,10,11,13841,1.44,671.0
21,1525,5,4,8,9,11,187,10,5,21452,1.35,384.0
21,1526,7,7,8,12,8,150,11,11,29584,1.54,954.0
21,1527,4,6,8,9,11,112,11,11,13067,1.34,647.0
21,1528,4,4,8,10,8,121,10,12,16819,1.27,410.0
21,1529,4,4,10,10,13,187,10,11,13184,1.46,730.0
21,1530,4,6,8,12,14,145,10,11,13450,1.38,698.0
21,1531,4,6,10,13,14,145,19,5,11838,1.58,1782.0
21,1532,7,6,10,10,13,150,11,11,12810,1.69,1028.0
21,1533,5,6,9,10,13,145,10,4,12691,1.54,743.0
21,1534,4,5,10,14,11,145,12,4,12268,1.5,1041.0
22,1535,4,6,8,8,14,150,14,5,13410,1.39,809.0
22,1536,5,6,10,13,14,145,10,11,12292,1.58,974.0
22,1537,6,6,9,11,11,134,10,4,12678,1.51,640.0
22,1538,4,6,11,10,14,134,10,4,12058,1.77,1347.0
22,1539,5,8,9,14,11,179,11,4,12697,1.55,1045.0
22,1540,4,6,8,8,8,121,10,9,14541,1.32,558.0
22,1541,5,6,10,10,14,63,13,11,13315,1.63,1069.0
22,1542,4,4,8,9,13,150,19,10,15780,1.28,1013.0
22,1543,4,8,11,10,14,145,10,4,11845,1.85,1859.0
22,1544,5,4,8,10,12,145,10,9,15651,1.33,386.0
22,1545,4,6,10,13,13,112,11,5,12235,1.57,1265.0
22,1546,5,6,8,9,8,145,11,5,29594,1.39,531.0
22,1547,4,8,9,9,13,179,10,4,12576,1.52,1064.0
22,1548,4,5,11,14,14,138,11,4,12090,1.83,1444.0
22,1549,4,6,9,12,8,145,10,6,14402,1.37,754.0
22,1550,4,6,9,10,13,145,10,11,12585,1.46,796.0
22,1551,4,8,8,14,14,112,11,4,13121,1.47,1106.0
22,1552,4,6,8,10,13,145,12,11,13295,1.38,709.0
22,1553,4,5,10,10,14,145,10,4,12055,1.54,918.0
22,1554,5,6,8,10,10,145,11,5,13605,1.37,544.0
22,1555,5,4,8,14,10,125,11,7,15949,1.32,480.0
22,1556,4,8,11,10,8,179,11,4,12434,1.74,1480.0
22,1557,5,5,8,10,13,145,11,4,13882,1.42,552.0
22,1558,4,6,9,9,10,138,10,4,12837,1.43,699.0
22,1559,4,4,11,14,8,66,11,4,13503,1.64,980.0
22,1560,4,8,8,10,14,179,10,4,13021,1.44,887.0
22,1561,5,4,8,10,8,145,10,4,29940,1.31,346.0
22,1562,4,6,10,10,10,112,15,9,12419,1.49,1406.0
22,1563,4,6,10,13,13,145,19,5,11909,1.57,1734.0
22,1564,4,6,10,13,14,145,11,5,12081,1.59,1308.0
22,1565,4,8,11,10,13,179,10,4,14935,1.83,1808.0
22,1566,4,8,8,14,14,145,11,4,13222,1.47,1109.0
22,1567,4,6,10,8,10,164,11,8,12327,1.51,969.0
22,1568,4,5,10,10,11,179,11,5,12384,1.53,870.0
22,1569,5,6,8,9,14,112,11,5,13250,1.45,639.0
22,1570,5,6,11,14,10,145,11,7,12123,1.72,1113.0
22,1571,4,8,9,11,11,179,10,10,19777,1.52,988.0
22,1572,4,6,10,10,12,91,13,10,16007,1.57,1253.0
22,1573,4,4,11,9,14,77,10,11,13376,1.63,833.0
22,1574,4,4,8,12,8,66,10,6,15483,1.32,486.0
22,1575,5,6,10,8,10,117,12,4,12507,1.6,819.0
22,1576,5,4,9,13,13,145,11,6,14517,1.44,564.0
22,1577,5,6,11,13,10,145,10,8,12363,1.77,976.0
22,1578,4,6,10,10,11,138,11,9,12280,1.57,1130.0
22,1579,6,6,9,13,14,145,10,10,12622,1.53,762.0
22,1580,5,6,11,10,13,145,11,5,12152,1.8,992.0
22,1581,4,8,11,13,8,153,12,5,12589,1.79,1646.0
22,1582,4,5,10,9,10,145,11,4,12520,1.5,822.0
22,1583,4,4,11,11,14,63,10,5,13249,1.68,972.0
22,1584,5,8,9,14,11,179,10,4,12589,1.56,900.0
22,1585,4,4,8,9,14,110,10,5,15790,1.29,465.0
22,1586,5,4,8,10,10,112,11,11,15609,1.31,400.0
22,1587,5,4,8,9,8,112,13,11,30749,1.3,544.0
22,1588,4,6,10,10,13,145,10,11,11938,1.54,1064.0
22,1589,5,6,9,11,14,145,10,10,12287,1.53,728.0
22,1590,4,5,11,14,14,179,11,7,12017,1.83,1450.0
22,1591,4,8,10,8,10,145,11,4,12363,1.6,1374.0
23,1592,5,8,8,14,10,179,11,4,13470,1.46,756.0
23,1593,4,4,11,10,8,125,11,7,14268,1.58,734.0
23,1594,4,5,12,10,10,145,12,10,12564,1.9,1408.0
23,1595,4,6,8,10,10,145,15,4,21952,1.4,1147.0
23,1596,4,8,11,14,8,179,10,9,12234,1.82,1730.0
23,1597,4,4,8,14,14,66,10,4,14666,1.33,628.0
23,1598,4,6,10,10,14,145,10,4,12246,1.56,1098.0
23,1599,4,6,10,10,10,145,15,11,12164,1.49,1410.0
23,1600,4,4,10,8,8,121,11,9,15173,1.44,635.0
23,1601,4,6,8,13,11,112,10,11,13060,1.34,661.0
23,1602,5,6,8,10,13,112,11,5,13360,1.42,614.0
23,1603,5,6,8,10,11,134,10,4,20805,1.36,493.0
23,1604,5,4,9,10,10,112,11,9,14369,1.42,455.0
23,1605,4,4,10,10,14,67,19,11,13267,1.46,1338.0
23,1606,4,6,8,14,13,150,11,11,13061,1.35,811.0
23,1607,4,7,10,9,10,118,11,10,12368,1.53,1142.0
23,1608,5,4,8,14,12,66,10,9,14816,1.33,495.0
23,1609,4,4,8,9,10,145,12,4,22314,1.31,478.0
23,1610,5,6,10,10,13,63,13,10,15414,1.61,1042.0
23,1611,4,6,11,14,13,154,10,4,15193,1.81,1654.0
23,1612,4,4,8,9,14,121,19,12,16122,1.29,1029.0
23,1613,4,4,8,9,13,121,10,11,15443,1.3,454.0
23,1614,4,4,8,14,8,67,11,12,15789,1.25,535.0
23,1615,4,6,9,10,13,145,11,5,12662,1.48,843.0
23,1616,5,4,8,10,8,112,17,10,30598,1.3,694.0
23,1617,4,8,11,14,14,145,18,4,11618,2.07,3438.0
23,1618,4,4,8,12,14,66,11,5,14805,1.29,536.0
23,1619,5,5,8,10,8,145,10,11,27600,1.34,405.0
23,1620,5,4,8,11,8,145,11,11,30328,1.35,410.0
23,1621,5,7,9,8,14,112,10,10,12568,1.52,750.0
23,1622,4,6,8,10,14,145,11,5,13212,1.42,786.0
23,1623,4,5,10,9,11,112,11,11,12681,1.51,851.0
23,1624,5,6,9,13,13,63,11,5,13652,1.52,791.0
23,1625,8,4,9,11,11,145,10,5,30910,1.56,1230.0
23,1626,5,6,9,10,12,134,13,9,18631,1.53,728.0
23,1627,5,6,8,10,8,145,10,9,29362,1.34,466.0
23,1628,4,6,10,14,13,179,11,5,12161,1.63,1382.0
23,1629,4,8,11,13,10,145,11,7,12056,1.79,1700.0
23,1630,5,6,11,14,10,145,11,4,12180,1.72,1115.0
23,1631,4,6,10,8,14,145,10,10,11999,1.55,1076.0
23,1632,5,6,10,10,12,187,11,12,12603,1.57,813.0
23,1633,5,4,8,10,14,112,10,5,14947,1.33,397.0
23,1634,5,8,11,10,8,179,10,4,29654,1.81,1181.0
23,1635,4,4,8,10,14,145,11,4,16078,1.33,519.0
23,1636,4,5,8,8,8,187,10,9,14973,1.33,454.0
23,1637,4,4,8,9,14,121,10,5,16420,1.3,467.0
23,1638,5,5,8,12,8,145,10,4,27496,1.41,525.0
23,1639,4,5,8,9,11,192,16,11,13517,1.39,760.0
23,1640,4,8,11,14,14,145,10,11,11848,1.87,2052.0
23,1641,4,6,10,10,10,179,11,7,12020,1.5,1009.0
23,1642,4,5,8,12,13,187,10,5,13540,1.37,608.0
23,1643,4,4,8,9,11,179,11,11,15667,1.33,477.0
23,1644,4,6,8,13,12,77,10,11,13812,1.35,691.0
23,1645,4,4,10,9,11,138,11,8,14491,1.47,733.0
23,1646,7,8,12,10,12,112,10,9,12443,2.13,1697.0
23,1647,5,6,11,11,14,179,10,10,15310,1.81,1039.0
23,1648,4,8,9,14,14,145,10,4,12338,1.55,1338.0
23,1649,4,5,8,9,13,138,10,4,13671,1.38,569.0
23,1650,4,4,9,12,13,187,11,11,13861,1.39,626.0
23,1651,4,5,8,10,14,145,10,4,13858,1.39,631.0
23,1652,5,5,10,12,10,145,10,7,12403,1.52,688.0
23,1653,4,5,8,10,10,112,14,11,20624,1.37,783.0
23,1654,4,6,10,9,11,145,15,11,12032,1.51,1425.0
24,1655,5,4,9,9,14,63,10,11,13931,1.39,432.0
24,1656,5,6,8,11,11,150,10,5,20663,1.41,519.0
24,1657,5,4,10,9,10,112,10,11,13901,1.47,554.0
24,1658,5,5,8,12,8,145,11,7,27802,1.39,492.0
24,1659,5,5,8,12,10,145,10,6,14003,1.35,452.0
24,1660,4,6,8,12,13,145,10,7,12908,1.39,695.0
24,1661,5,5,8,10,11,145,11,4,20264,1.37,490.0
24,1662,4,4,8,9,8,125,10,5,17117,1.3,390.0
24,1663,4,6,8,12,12,136,10,11,13057,1.39,686.0
24,1664,4,6,8,13,11,145,10,6,13053,1.35,663.0
24,1665,4,4,8,14,12,112,10,9,15537,1.32,610.0
24,1666,5,4,8,10,8,66,10,9,30646,1.3,339.0
24,1667,4,7,10,10,13,145,11,4,12204,1.65,1431.0
24,1668,4,5,9,8,13,145,11,4,12505,1.46,668.0
24,1669,4,6,10,9,8,138,11,4,12950,1.51,936.0
24,1670,4,7,10,10,10,145,13,4,12476,1.56,1223.0
24,1671,4,8,8,12,14,179,10,4,12800,1.46,1015.0
24,1672,5,5,11,14,10,145,10,7,12461,1.77,968.0
24,1673,4,6,11,14,11,179,10,4,12103,1.8,1561.0
24,1674,6,8,9,11,14,134,10,4,12748,1.63,978.0
24,1675,4,4,8,10,8,179,11,7,17021,1.26,431.0
24,1676,4,6,10,9,10,121,10,12,12353,1.53,961.0
24,1677,4,6,8,10,10,145,15,5,21683,1.4,1147.0
24,1678,4,8,11,14,13,154,11,4,14768,1.92,2251.0
24,1679,4,6,8,14,10,179,10,7,22098,1.34,736.0
24,1680,4,6,10,13,14,112,11,5,12191,1.58,1304.0
24,1681,8,6,10,10,13,145,11,5,12945,1.73,1592.0
24,1682,5,4,8,10,14,125,11,7,15455,1.37,452.0
24,1683,4,5,12,11,14,145,11,4,13848,1.9,1554.0
24,1684,4,6,10,10,13,112,10,11,12180,1.53,1060.0
24,1685,5,4,8,10,8,152,11,9,30697,1.3,379.0
24,1686,5,4,8,9,14,145,19,5,15478,1.33,1056.0
24,1687,4,6,10,13,8,112,11,11,13002,1.46,1019.0
24,1688,4,4,10,9,14,145,10,11,14357,1.46,724.0
24,1689,4,6,8,10,14,187,10,5,13930,1.42,780.0
24,1690,4,6,9,10,14,145,10,5,12503,1.47,808.0
24,1691,4,6,11,10,14,145,10,10,11918,1.77,1350.0
24,1692,5,6,8,10,14,112,10,11,12910,1.42,566.0
24,1693,4,4,10,10,12,145,10,9,18180,1.45,708.0
24,1694,4,5,9,10,13,145,10,4,12489,1.47,790.0
24,1695,4,7,8,12,13,187,11,5,12679,1.43,857.0
24,1696,4,4,8,10,13,145,10,5,15433,1.33,496.0
24,1697,4,6,11,14,14,145,10,5,11854,1.83,1703.0
24,1698,5,5,11,8,14,145,10,4,15039,1.8,840.0
24,1699,5,4,11,11,10,63,10,5,13372,1.63,594.0
24,1700,5,6,9,10,11,145,10,9,12675,1.47,642.0
24,1701,5,4,10,10,13,63,10,11,15853,1.55,667.0
24,1702,4,6,9,11,11,145,10,5,19116,1.44,752.0
24,1703,4,4,10,9,10,77,10,4,13902,1.45,665.0
24,1704,4,6,8,10,12,145,15,11,13119,1.45,1156.0
25,1705,4,8,8,8,8,179,10,4,14598,1.35,682.0
25,1706,4,4,11,14,14,121,10,9,14164,1.74,1187.0
25,1707,4,6,11,10,10,145,11,10,11873,1.69,1163.0
25,1708,5,6,10,10,10,145,10,4,12725,1.56,752.0
25,1709,4,6,9,8,8,121,10,4,14161,1.41,690.0
25,1710,4,4,10,8,10,145,11,5,14466,1.45,696.0
25,1711,5,5,8,9,10,145,10,5,13927,1.37,409.0
25,1712,4,4,9,9,11,187,10,5,19701,1.35,481.0
25,1713,5,5,10,10,8,125,11,4,27478,1.53,636.0
25,1714,4,4,8,8,14,145,11,4,16160,1.33,499.0
25,1715,4,4,8,9,13,187,10,11,14230,1.3,462.0
